objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	sx	sy	sz	scripts	objvars
-1825169805	-1496426213	object/mobile/dressed_criminal_thug_rodian_female_01.iff	7	-63.2086	-20	33.0146	0.698099	0	0.716001	0	0.908685	0.908685	0.908685	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|4.719616|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|175.999710|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627773534235|socialGroup|4|mummer_gang|$|
-90422499	-1496426213	object/mobile/dressed_criminal_thug_bothan_female_01.iff	7	-68.1303	-20	43.7283	0.801876	0	0.597491	-0	0.790262	0.790262	0.790262	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-154.677185|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|174.079315|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415627704854658|socialGroup|4|mummer_gang|$|
-1426407484	-1496426213	object/mobile/dressed_robber_twk_male_01.iff	7	-66.7634	-20	58.1375	0.85294	0	-0.522008	0	1.03045	1.03045	1.03045	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|69.042809|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|155.795135|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627441228529|socialGroup|4|mummer_gang|$|
-1398512475	-1496426213	object/mobile/dressed_robber_twk_female_01.iff	7	-75.2027	-20	68.4901	0.659015	0	0.75213	0	1.11593	1.11593	1.11593	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|145.395981|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|166.543152|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627377993877|socialGroup|4|mummer_gang|$|
-737594719	-1496426213	object/mobile/dressed_criminal_thug_bothan_male_01.iff	7	-49.1743	-20	63.6093	-0.0372494	0	0.999306	0	0.79041	0.79041	0.79041	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|111.657799|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|133.981018|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415627166560977|socialGroup|4|mummer_gang|$|
-323401638	-1496426213	object/mobile/dressed_desperado_bith_male_01.iff	7	-74.5622	-20	25.7217	0.711889	0	0.702292	-0	0.812374	0.812374	0.812374	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|72|_notskill.mods.force_accuracy|0|72|_notskill.mods.heavyweapon_accuracy|0|72|_notskill.mods.melee_defense|0|72|_notskill.mods.onehandlightsaber_accuracy|0|72|_notskill.mods.onehandmelee_accuracy|0|72|_notskill.mods.pistol_accuracy|0|72|_notskill.mods.polearm_accuracy|0|72|_notskill.mods.polearmlightsaber_accuracy|0|72|_notskill.mods.ranged_defense|0|72|_notskill.mods.rifle_accuracy|0|72|_notskill.mods.thrown_accuracy|0|72|_notskill.mods.toHitChance|0|72|_notskill.mods.twohandlightsaber_accuracy|0|72|_notskill.mods.twohandmelee_accuracy|0|72|_notskill.mods.unarmed_accuracy|0|72|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-115.070610|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1125.000000|combat.intCombatXP|0|164|creature_type|4|naboo_mummer_toxer|difficultyClass|0|0|fltRespawnTime|2|170.515381|intCombatDifficulty|0|24|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626459045380|socialGroup|4|mummer_gang|$|
-2112599530	-769164407	object/cell/cell.iff	8	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-2112599530|$|
-1526651742	-2112599530	object/tangible/ground_spawning/area_spawner.iff	8	-56.0699	-20	9.74266	0.786018	0	-0.618203	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1526651742|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_02|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-748192247	-2112599530	object/tangible/quest/naboo_theed_bio_chemical_bomb.iff	8	-62.0552	-20	8.35483	0.94496	0	-0.327186	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_red_glow	buildoutObjectId|0|-748192247|$|
-635013642	-2112599530	object/tangible/ground_spawning/area_spawner.iff	8	-55.8375	-20	17.6365	-0.609328	0	0.792919	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-635013642|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_03|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-420948580	-2112599530	object/tangible/ground_spawning/area_spawner.iff	8	-67.6419	-20	12.0261	0.993615	0	-0.11282	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-420948580|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_01|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-734356666	-2112599530	object/mobile/dressed_hooligan_rodian_female_01.iff	8	-56.0699	-20	9.74266	0.786019	0	-0.618203	0	0.955247	0.955247	0.955247	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|136.832626|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_mummer_bane|difficultyClass|0|0|fltRespawnTime|2|168.610718|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627911256926|socialGroup|4|mummer_gang|$|
-1732466150	-2112599530	object/mobile/dressed_criminal_thug_human_male_01.iff	8	-55.8375	-20	17.6365	-0.609327	0	0.792919	0	1.08791	1.08791	1.08791	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-51.832626|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_mummer_bane|difficultyClass|0|0|fltRespawnTime|2|138.471710|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627019618826|socialGroup|4|mummer_gang|$|
-286737707	-2112599530	object/mobile/dressed_criminal_thug_human_male_02.iff	8	-67.6419	-20	12.0261	0.993615	0	-0.11282	0	1.09527	1.09527	1.09527	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-166.942963|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_mummer_bane|difficultyClass|0|0|fltRespawnTime|2|137.313507|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626805553764|socialGroup|4|mummer_gang|$|
-1087580105	-769164407	object/cell/cell.iff	9	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-1087580105|$|
-2093877441	-1087580105	object/tangible/ground_spawning/area_spawner.iff	9	-65.0663	-20	76.486	-0.639407	0	0.768869	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-2093877441|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_salver_01|strSpawnerType|4|area|strSpawns|4|naboo/mummer_salver|$|
-1923135399	-1087580105	object/tangible/ground_spawning/area_spawner.iff	9	-74.7515	-20	77.6702	0.702648	0	0.711538	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1923135399|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_salver_02|strSpawnerType|4|area|strSpawns|4|naboo/mummer_salver|$|
-558648856	-1087580105	object/tangible/quest/naboo_theed_bio_chemical_bomb.iff	9	-56.5312	-20	73.4813	0.925851	0	0.37789	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_red_glow	buildoutObjectId|0|-558648856|$|
-81168550	-1087580105	object/tangible/ground_spawning/area_spawner.iff	9	-54.454	-20	77.1698	-0.608235	0	0.793756	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-81168550|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_salver_03|strSpawnerType|4|area|strSpawns|4|naboo/mummer_salver|$|
-495479333	-1087580105	object/mobile/dressed_ruffian_zabrak_male_01.iff	9	-65.0663	-20	76.486	-0.639406	0	0.768869	0	0.94283	0.94283	0.94283	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|75|_notskill.mods.force_accuracy|0|75|_notskill.mods.heavyweapon_accuracy|0|75|_notskill.mods.melee_defense|0|75|_notskill.mods.onehandlightsaber_accuracy|0|75|_notskill.mods.onehandmelee_accuracy|0|75|_notskill.mods.pistol_accuracy|0|75|_notskill.mods.polearm_accuracy|0|75|_notskill.mods.polearmlightsaber_accuracy|0|75|_notskill.mods.ranged_defense|0|75|_notskill.mods.rifle_accuracy|0|75|_notskill.mods.thrown_accuracy|0|75|_notskill.mods.toHitChance|0|75|_notskill.mods.twohandlightsaber_accuracy|0|75|_notskill.mods.twohandmelee_accuracy|0|75|_notskill.mods.unarmed_accuracy|0|75|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|118.727394|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1235.000000|combat.intCombatXP|0|175|creature_type|4|naboo_mummer_salver|difficultyClass|0|0|fltRespawnTime|2|141.369354|intCombatDifficulty|0|26|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|1|objParent|6|-285415628478482625|socialGroup|4|mummer_gang|$|
-1268366168	-1087580105	object/mobile/dressed_crook_zabrak_female_01.iff	9	-74.7515	-20	77.6702	0.702648	0	0.711538	0	1.00881	1.00881	1.00881	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|75|_notskill.mods.force_accuracy|0|75|_notskill.mods.heavyweapon_accuracy|0|75|_notskill.mods.melee_defense|0|75|_notskill.mods.onehandlightsaber_accuracy|0|75|_notskill.mods.onehandmelee_accuracy|0|75|_notskill.mods.pistol_accuracy|0|75|_notskill.mods.polearm_accuracy|0|75|_notskill.mods.polearmlightsaber_accuracy|0|75|_notskill.mods.ranged_defense|0|75|_notskill.mods.rifle_accuracy|0|75|_notskill.mods.thrown_accuracy|0|75|_notskill.mods.toHitChance|0|75|_notskill.mods.twohandlightsaber_accuracy|0|75|_notskill.mods.twohandmelee_accuracy|0|75|_notskill.mods.unarmed_accuracy|0|75|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-23.221567|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1235.000000|combat.intCombatXP|0|175|creature_type|4|naboo_mummer_salver|difficultyClass|0|0|fltRespawnTime|2|147.001862|intCombatDifficulty|0|26|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415628307740583|socialGroup|4|mummer_gang|$|
-521239325	-1087580105	object/mobile/dressed_criminal_thug_aqualish_male_01.iff	9	-54.454	-20	77.1698	-0.608236	0	0.793756	0	0.926171	0.926171	0.926171	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.me_dm_3|0|1|_notskill.commands.me_dm_dot_1|0|1|_notskill.mods.carbine_accuracy|0|75|_notskill.mods.force_accuracy|0|75|_notskill.mods.heavyweapon_accuracy|0|75|_notskill.mods.melee_defense|0|75|_notskill.mods.onehandlightsaber_accuracy|0|75|_notskill.mods.onehandmelee_accuracy|0|75|_notskill.mods.pistol_accuracy|0|75|_notskill.mods.polearm_accuracy|0|75|_notskill.mods.polearmlightsaber_accuracy|0|75|_notskill.mods.ranged_defense|0|75|_notskill.mods.rifle_accuracy|0|75|_notskill.mods.thrown_accuracy|0|75|_notskill.mods.toHitChance|0|75|_notskill.mods.twohandlightsaber_accuracy|0|75|_notskill.mods.twohandmelee_accuracy|0|75|_notskill.mods.unarmed_accuracy|0|75|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|142.898361|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1235.000000|combat.intCombatXP|0|175|creature_type|4|naboo_mummer_salver|difficultyClass|0|0|fltRespawnTime|2|145.050766|intCombatDifficulty|0|26|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626465773734|socialGroup|4|mummer_gang|$|
-164936734	-769164407	object/cell/cell.iff	10	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-164936734|$|
-2057161289	-769164407	object/cell/cell.iff	11	0	0	0	1	0	0	0	1	1	1		buildoutObjectId|0|-2057161289|$|
-2092987373	-2057161289	object/tangible/quest/naboo_theed_bio_chemical_bomb.iff	11	74.9048	-12	89.9808	0.762986	0	0.646415	0	1	1	1	quest.task.ground.retrieve_item_on_item:quest.util.retrieve_item_red_glow	buildoutObjectId|0|-2092987373|$|
-1335482559	-2057161289	object/tangible/ground_spawning/area_spawner.iff	11	62.439	-12	88.176	-0.606248	0	0.795276	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-1335482559|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_06|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-566918904	-2057161289	object/tangible/ground_spawning/area_spawner.iff	11	58.1581	-12	78.1901	0.77554	0	-0.631298	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-566918904|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_07|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-151775552	-2057161289	object/tangible/ground_spawning/area_spawner.iff	11	67.9382	-12	78.6703	-0.705217	0	0.708991	0	1	1	1	systems.spawning.spawner_area	buildoutObjectId|0|-151775552|fltMaxSpawnTime|2|180.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|0.000000|intDefaultBehavior|0|1|intGoodLocationSpawner|0|0|intSpawnCount|0|1|intSpawnSystem|0|1|registerWithController|0|1|strName|4|naboo_mummer_bane_08|strSpawnerType|4|area|strSpawns|4|naboo/mummer_bane|$|
-1282411415	-2057161289	object/mobile/dressed_desperado_bith_male_01.iff	11	62.439	-12	88.176	-0.606248	0	0.795276	0	0.802725	0.802725	0.802725	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|2|ai.diction|4|slang|ai.yaw|2|-156.788345|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_mummer_bane|difficultyClass|0|0|fltRespawnTime|2|152.488480|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415627720087743|socialGroup|4|mummer_gang|$|
-1063527250	-2057161289	object/mobile/dressed_criminal_thug_trandoshan_male_01.iff	11	58.1581	-12	78.1901	0.77554	0	-0.631298	0	1.15494	1.15494	1.15494	systems.combat.credit_for_kills:ai.ai:ai.creature_combat:systems.combat.combat_actions:systems.skills.stealth.player_stealth:systems.spawning.spawned_tracker	_notskill.commands.co_ae_dm_2|0|1|_notskill.commands.co_del_ae_cc_1_2|0|1|_notskill.commands.co_dm_2|0|1|_notskill.mods.carbine_accuracy|0|74|_notskill.mods.force_accuracy|0|74|_notskill.mods.heavyweapon_accuracy|0|74|_notskill.mods.melee_defense|0|74|_notskill.mods.onehandlightsaber_accuracy|0|74|_notskill.mods.onehandmelee_accuracy|0|74|_notskill.mods.pistol_accuracy|0|74|_notskill.mods.polearm_accuracy|0|74|_notskill.mods.polearmlightsaber_accuracy|0|74|_notskill.mods.ranged_defense|0|74|_notskill.mods.rifle_accuracy|0|74|_notskill.mods.thrown_accuracy|0|74|_notskill.mods.toHitChance|0|74|_notskill.mods.twohandlightsaber_accuracy|0|74|_notskill.mods.twohandmelee_accuracy|0|74|_notskill.mods.unarmed_accuracy|0|74|ai.defaultCalmBehavior|0|1|ai.diction|4|slang|ai.yaw|2|14.375299|armor.armorCategory|0|1|armor.armorLevel|0|1|armor.general_protection|2|1180.000000|combat.intCombatXP|0|169|creature_type|4|naboo_mummer_bane|difficultyClass|0|0|fltRespawnTime|2|161.308395|intCombatDifficulty|0|25|loot.lootTable|4|npc/npc_21_30|loot.numItems|0|0|objParent|6|-285415626951524088|socialGroup|4|mummer_gang|$|
