component	engine	booster	weapon_0	weapon_1	weapon_2	modification_0
wpn_slayn_ioncannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s02_1:weapon2_pos1,xwing_weapon2_neg_s02_1:weapon2_neg1	
wpn_slayn_light_ioncannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_subpro_advanced_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_subpro_improved_light_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_subpro_light_ioncannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_subpro_modified_tricannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_subpro_tricannon			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_subpro_tripleblaster			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_subpro_tripleblaster_mark2			xwing_weapon1_pos_s04_0:weapon1_pos1	xwing_weapon1_neg_s04_0:weapon1_neg1	xwing_weapon2_pos_s04_1:weapon2_pos1,xwing_weapon2_neg_s04_1:weapon2_neg1	
wpn_subpro_tripleblaster_mark3			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_taim_elite			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_taim_heavy_laser			xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1,xwing_weapon2_neg_s03_1:weapon2_neg1	
wpn_taim_ix4			xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1,xwing_weapon2_neg_s03_1:weapon2_neg1	
wpn_taim_ix5			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_taim_kx5			xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1,xwing_weapon2_neg_s03_1:weapon2_neg1	
wpn_taim_kx8			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_taim_kx9			xwing_weapon1_pos_s03_0:weapon1_pos1	xwing_weapon1_neg_s03_0:weapon1_neg1	xwing_weapon2_pos_s03_1:weapon2_pos1,xwing_weapon2_neg_s03_1:weapon2_neg1	
wpn_tieadvanced_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_tractor_beam_gun			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_tractor_pulse_gun			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_trandoshan_fg1a			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_vengeance_ion_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_vulcan_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_z95_blaster			xg1_weapon1_s01_l:weapon1_l,xg1_weapon1_s01_r:weapon1_r	xg1_weapon2_s01:weapon1	xwing_weapon2_pos_s01_1:weapon2_pos1,xwing_weapon2_neg_s01_1:weapon2_neg1	
wpn_heavy_ionic_pulse_weapon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_crafted_mining_laser_mk1			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_crafted_mining_laser_mk2			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_crafted_mining_laser_mk3			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_crafted_mining_laser_elite			xwing_weapon1_pos_s05_0:weapon1_pos1	xwing_weapon1_neg_s05_0:weapon1_neg1	xwing_weapon2_pos_s05_1:weapon2_pos1,xwing_weapon2_neg_s05_1:weapon2_neg1	
wpn_ionic_pulse_weapon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_seinar_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_imperial_rendili_prototype_x			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_imperial_sds_experimental_secret_ops			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_imperial_sfs_elite_ops			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_rebel_incom_dualcore_flashcannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_rebel_riiz_combine_slammer_cannon			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_kessel_rebel_unknown_rayslinger			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_incom_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_seinar_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_slayn_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_subpro_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_reward_taim_elite			xwing_weapon1_pos_s06_0:weapon1_pos1	xwing_weapon1_neg_s06_0:weapon1_neg1	xwing_weapon2_pos_s06_1:weapon2_pos1,xwing_weapon2_neg_s06_1:weapon2_neg1	
wpn_nova_ioncannon			xwing_weapon1_pos_s07_0:weapon1_pos1	xwing_weapon1_neg_s07_0:weapon1_neg1	xwing_weapon2_pos_s07_1:weapon2_pos1,xwing_weapon2_neg_s07_1:weapon2_neg1	
wpn_orion_disruptor			xwing_weapon1_pos_s07_0:weapon1_pos1	xwing_weapon1_neg_s07_0:weapon1_neg1	xwing_weapon2_pos_s07_1:weapon2_pos1,xwing_weapon2_neg_s07_1:weapon2_neg1	
