Weapon	Muzzle Appearance	Hue Muzzle Effect	Muzzle Sound	Muzzle Sound Pitch	Bolt Appearance	Hue Bolt	Hit Target Appearance	Hue Hit	Miss Target Appearance	Hue Miss	Ricochet Appearance	Hue Ricochet	Hit Target Sound	Hit Target Sound Pitch	Hit Nothing Sound	Hit Nothing Sound Pitch	Hit Ricochet Sound	Hit Ricochet Sound Pitch	Hit Effect Scale	Add Damage Base Hit Effect	Add Damage Elemental Hit Effect
shared_carbine_wookiee_bowcaster_generic.iff	appearance/pt_bls_1_green_muz_flash_01.prt	0	sound/wep_wookiee_bowcaster_adv.snd	0	appearance/pt_bolt_green.prt	0	appearance/pt_bls_1_green_hit_creature_01.prt	0	appearance/pt_bls_1_green_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_heavy_rocket_launcher_generic.iff		0	sound/wep_heavy_rocket_launcher.snd	0	appearance/pt_rocketlauncher_rocket.prt	0		0		0	appearance/pt_blast_deflect.prt	0	sound/exp_medium_generic.snd	0		0		0	1	1	1
shared_pistol_alliance_disruptor_generic.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_alliance_disruptor.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_de_10_generic.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_de_10.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_flechette_generic.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_pistol.snd	0	appearance/pt_bolt_flechette.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_pistol_intimidator_generic.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_intimidator.snd	0	appearance/pt_bolt_underslug_rotary_carbine.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_pistol_renegade_generic.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_renegade.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_scatter_generic.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_rifle.snd	0	appearance/pt_bolt_scatter.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_slg_1_hit_other_01.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_hv_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_geo_drill_generic.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_geo_drill.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_ld1_generic.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_ld1.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_massassi_ink_generic.iff	appearance/pt_bolt_ink_fire.prt	0	sound/wep_rifle_massassi_ink.snd	0	appearance/pt_bolt_black.prt	0	appearance/pt_bolt_ink_hit.prt	0		0		0		0		0		0	1	1	1
shared_pistol_kyd21_generic.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_pistol.snd	0	appearance/pt_bolt_flechette.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_alliance_gauss_generic.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_blaster_som_rifle_mustafar_disruptor.snd	1	appearance/pt_bolt_disruptor.prt	1		1		0		0		0		0		0	1	1	1
shared_droid_cww8.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_pistol_clone_trooper.snd	0	appearance/pt_bolt_blue.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_droid_cww8_01.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_blaster_som_carbine_republic_sfor.snd	0	appearance/pt_bolt_proton_carbine.prt	0		1		0		0		0		0		0	1	1	1
shared_droid_cww8_02.iff		0	sound/wep_shoulder_launch.snd	0	appearance/pt_rocketlauncher_rocket.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_blast_deflect.prt	0	sound/exp_large_generic.snd	0		0		0	1	1	1
shared_droid_hk77_assault_droid.iff	appearance/pt_wp_muzzle_pistol.prt	0	sound/wep_blaster_som_ion_relic_pistol.snd	0	appearance/pt_bolt_ion_blaster.prt	0		0		0		0		0		0		0	1	1	1
shared_droid_hk77_boss.iff	appearance/pt_bls_1_green_muz_flash_01.prt	0	sound/wep_particle_cannon_fire.snd	0	appearance/pt_ball_electric_bolt_green_sm.prt	0	appearance/pt_bls_1_green_hit_creature_01.prt	0	appearance/pt_bls_1_green_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_particle_cannon_hit.snd	0		0		0	1	1	1
shared_droid_hk77_elite.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_rifle.snd	0	appearance/pt_bolt_scatter.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_slg_1_hit_other_01.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_hv_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_droid_union_sentry.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_pistol.snd	0	appearance/pt_bolt_flechette.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_droid_union_sentry_01.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_carbine_bothan_bola.snd	0	appearance/pt_bolt_bothan_bola.prt	0		0		0		0		0		0		0	1	1	1
shared_droid_union_sentry_02.iff	appearance/pt_bls_1_green_muz_flash_01.prt	0	sound/wep_fire_blaster.snd	0	appearance/pt_bolt_taper_green.prt	0	appearance/pt_bls_1_green_hit_creature_01.prt	0	appearance/pt_bls_1_green_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_droid_cww8_devistator.iff	appearance/pt_rocket_1_muz_flash.prt	0	sound/wep_shoulder_launch.snd	0	appearance/pt_lava_cannon.prt	0		0		0		0		0		0		0	1	1	1
shared_pistol_dh17_generic.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_blaster_dh17.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_launcher_generic.iff	appearance/pt_poisonfield_muzzle.prt	0	sound/wep_quest_pistol_launcher.snd	0		0		0		0	appearance/pt_blast_deflect.prt	0	sound/wep_heavy_acid_launcher_hit.snd	0		0		0	1	1	1
shared_rifle_t21_generic.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_t21.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_tusken_generic.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_rifle.snd	0	appearance/pt_bls_slug_trail.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_event_carbine_hairtrigger.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_rifle_light_blaster_laser_carbine.snd	0	appearance/pt_wp_bolt_carbine.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_launcher_targeting.iff	appearance/pt_starter_pistol_muzzle.prt	0	sound/wep_quest_pistol_launcher.snd	0	appearance/pt_starter_pistol_bolt.prt	0		0		0	appearance/pt_blast_deflect.prt	0	sound/exp_large_generic.snd	0		0		0	1	1	1
shared_rifle_e11_generic.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_blaster_e11.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_heavy_mandalorian.iff	appearance/pt_mandalorian_heavy_muzzle.prt	0	sound/wep_veh_ion.snd	0	appearance/pt_mandalorian_heavy_bolt.prt	0		0		0		0		0		0		0	0.66	1	1
shared_heavy_rebel.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_rifle_victor_projectile_tusken.snd	0	appearance/pt_rebel_heavy_bolt.prt	0		0		0		0		0		0		0	1	1	1
shared_pistol_rebel.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_ice.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_rebel.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_rifle_mustafar_disruptor.snd	0	appearance/pt_bolt_ice.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_pistol_mandalorian.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_crusader.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_carbine_mandalorian.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_crusader.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_mandalorian.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_crusader.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_turret_acid.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_rifle_acid_beam.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_rifle_acid_beam.snd	0		0		0	1	1	1
shared_turret_cold.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_sonic_rifle.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_sonic_hit_flesh.snd	0		0		0	1	1	1
shared_turret_electricity.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_veh_ion.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_veh_ion_hit_flesh.snd	0		0		0	1	1	1
shared_turret_energy.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_veh_blaster.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_veh_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_turret_heat.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_particle_cannon_fire.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_particle_cannon_hit.snd	0		0		0	1	1	1
shared_turret_kinetic.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sounds/wep_veh_rocket.snd	0	appearance/pt_bolt_turret_red.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_hv_rocket_hit_flesh.snd	0		0		0	1	1	1
shared_pistol_pvp.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_crusader.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_pvp.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_blaster_som_disruptor_pistol.snd	0	appearance/pt_bolt_crusader.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	appearance/pt_bls_1_blue_hit_other_01.prt	0	sound/wep_emp_rifle_hit_flesh.snd	0		0		0	1	1	1
shared_heavy_pvp.iff	appearance/pt_mandalorian_heavy_muzzle.prt	0	sound/wep_veh_ion.snd	0	appearance/pt_mandalorian_heavy_bolt.prt	0		0		0		0		0		0		0	0.66	1	1
shared_carbine_pvp.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_carbine_underslung.snd	0	appearance/pt_bolt_underslug_rotary_carbine.prt	0		1		0		0		0		0		0	1	1	1
shared_carbine_slug.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_carbine_nym_slugthrower.snd	0	appearance/pt_wp_bolt_carbine.prt	1		1		0		0		0		0		0	1	1	1
shared_droid_flamethrower.iff		0	sound/wep_shoulder_launch.snd	0	appearance/pt_bolt_fireball.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_mine_explosion.prt	0	sound/exp_large_generic.snd	0		0		0	1	1	1
shared_droid_flamethrower_nomuzzle.iff		0	sound/wep_shoulder_launch.snd	0	appearance/pt_bolt_fireball.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_mine_explosion.prt	0	sound/exp_large_generic.snd	0		0		0	1	1	1
shared_droid_rocket_launcher.iff		0	sound/wep_heavy_rocket_launcher.snd	0	appearance/pt_rocketlauncher_rocket.prt	0	appearance/pt_ig88_launcher_hit.prt	0	appearance/pt_mine_explosion.prt	0	appearance/pt_blast_deflect.prt	0	sound/exp_medium_generic.snd	0		0		0	1	1	1
shared_pistol_dd6.iff	appearance/pt_bug_gun_fire.prt	0	sound/wep_pistol_intimidator.snd	0	appearance/pt_bug_gun_bolt.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_miss_nothing_01.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_carbine_kun_massassi.iff	appearance/pt_bolt_ink_fire.prt	0	sound/wep_rifle_massassi_ink.snd	0	appearance/pt_bolt_black.prt	0	appearance/pt_bolt_ink_hit.prt	0		0		0		0		0		0	1	1	1
shared_rifle_bowcaster_master.iff	appearance/pt_bls_1_green_muz_flash_01.prt	1	sound/wep_rifle_bowcaster.snd	1	appearance/pt_bolt_green.prt	1	appearance/pt_wp_hit_mode1.prt	1		0	appearance/pt_blast_deflect.prt	1	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_carbine_bounty_ee3.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_rifle_light_blaster_ee3.snd	1	appearance/pt_bolt_red.prt	1	appearance/pt_bls_1_red_hit_creature_01.prt	1	appearance/pt_bls_1_red_miss_terrain.prt	1	appearance/pt_blast_deflect.prt	1		0		0		0	1	1	1
shared_rifle_bounty_dc15.iff	appearance/pt_bls_1_blue_muz_flash_01.prt	0	sound/wep_rifle_clone_trooper.snd	0	appearance/pt_bolt_blue.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	0	appearance/pt_bls_1_blue_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_heavy_carbonite_rifle.iff		0	sound/wep_shoulder_launch.snd	0	appearance/pt_beam_ice.prt	0	appearance/pt_bls_1_blue_hit_creature_01.prt	1	appearance/pt_bls_1_blue_hit_other_01.prt	1	appearance/pt_bls_1_blue_hit_other_01.prt	1	sound/exp_large_generic.snd	1		0		0	1	1	1
shared_creature_spit_hoth_tauntaun.iff		0	sound/cr_spit_tooth_fire.snd	0	appearance/pt_spit_toxicgreen_sm.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_slg_1_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_tusken_elite.iff	appearance/pt_slg_1_muz_flash_01.prt	0	sound/wep_projectile_rifle.snd	0	appearance/pt_bls_slug_trail.prt	0	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_projectile_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_a280.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_blaster_dlt20a.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_eweb.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_t21.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_westar_34.iff	appearance/pt_wp_muzzle_pistol.prt	0	sound/wep_pistol_westar_34.snd	0	appearance/pt_wp_bolt_pistol.prt	1	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_rifle_westar_m5.iff	appearance/pt_wp_muzzle_pistol.prt	0	sound/wep_pistol_westar_34.snd	0	appearance/pt_wp_bolt_rifle.prt	1	appearance/pt_slg_1_hit_creature.prt	0	appearance/pt_wp_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_heavy_cr1_blast_cannon.iff		0	sound/wep_quest_heavy_particle_beam.snd	0	appearance/pt_icefield_bolt.prt	0		0		0		0		0		0		0	1	1	1
shared_carbine_pvp_ngant.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_rifle_light_blaster_ee3.snd	1	appearance/pt_bolt_red.prt	1	appearance/pt_bls_1_red_hit_creature_01.prt	1	appearance/pt_bls_1_red_miss_terrain.prt	1	appearance/pt_blast_deflect.prt	1		0		0		0	1	1	1
shared_rifle_deathtroopers.iff	appearance/pt_wp_muzzle_rifle_red.prt	0	sound/wep_rifle_clone_trooper.snd	0	appearance/pt_bolt_red.prt	0	appearance/pt_bls_1_red_hit_creature_02.prt	0	appearance/pt_bls_1_red_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_lt_blaster_hit_flesh.snd	0		0		0	1	1	1
shared_pistol_dh18a_gcw.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_alliance_disruptor.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_tc22_blaster.iff	appearance/pt_bls_1_red_muz_flash_01.prt	0	sound/wep_veh_blaster.snd	0	appearance/pt_mandalorian_heavy_bolt.prt	0	appearance/pt_bls_1_red_hit_creature_01.prt	0	appearance/pt_turret_0_miss_terrain.prt	0	appearance/pt_blast_deflect.prt	0	sound/wep_veh_ion_hit_flesh.snd	0		0		0	1	1	1
shared_heavy_pulse_cannon.iff	appearance/pt_pulse_cannon_muzzle.prt	0	sound/wep_veh_ion.snd	0	appearance/pt_pulse_cannon_explosion.ltn	0		0		0		0		0		0		0	0.66	1	1
shared_carbine_charric.iff	appearance/pt_wp_muzzle_charric_blue_carbine.prt	1	sound/wep_carbine_charric.snd	0	appearance/pt_wp_bolt_blue_carbine.prt	1		1		0		0		0		0		0	1	1	1
shared_jinkins_j1_rifle.iff	appearance/pt_bls_1_green_muz_flash_01.prt	0	sound/wep_jinkins_j1_rifle.snd	0	appearance/pt_bolt_green.prt	0	appearance/pt_wp_hit_mode1.prt	1		0	appearance/pt_blast_deflect.prt	0	sound/wep_veh_ion_hit_flesh.snd	0		0		0	1	1	1
shared_carbine_e5_legend.iff	appearance/pt_wp_muzzle_carbine.prt	1	sound/wep_carbine_e5.snd	0	appearance/pt_wp_bolt_carbine.prt	1		1		0		0		0		0		0	1	1	1
shared_pistol_fwg5_legendary.iff	appearance/pt_wp_muzzle_pistol.prt	1	sound/wep_pistol_flechette_fwg5_quest.snd	0	appearance/pt_wp_bolt_pistol.prt	1		1		0		0		0		0		0	1	1	1
shared_rifle_t21_legendary.iff	appearance/pt_wp_muzzle_rifle.prt	1	sound/wep_rifle_t21.snd	0	appearance/pt_wp_bolt_rifle.prt	1		1		0		0		0		0		0	1	1	1
